Id;Label;Type of Name;Date of Birth;Date of Death;Bio;Places;Languages
skp007667;Christiaan Huygens;namedPerson;1629;1695;"Dutch physicist, mathematician, and astonomer; second son of Constantijn Huygens the elder and Susanna Baerle.";"null|[S.l.]|Voorburg|Den Haag|Parijs|La Haye|'s-Gravenhage|Breda|Leiden|S.l.|`s-Gravenhage|Amsterdam|""Luna""|Londen|Hoorn|Maastricht|Gevève|'s-Hertogenbosch|Lyon|Hamburg|Rotterdam|Gent|Dordrecht|Bordeaux|Stockholm|Franeker";fra|ned|lat|ita|eng|dui
skp007668;Christiaan Huygens;namedPerson;1634;1676;drost van Cranendonk;Eeklo|Veere|Den Haag;lat|fra
skp007874;Christian Otter;namedPerson;1598;1660;;null|Amsterdam;fra|lat
skp007884;Christian Rumph;namedPerson;1580;1645;lijfarts van Frederik Hendrik;Parijs|null|Maldegem;lat
skp007944;Christianus Gravius;namedPerson;1614;0;;`s-Gravenhage;spa
skp007980;Christina van Zweden;namedPerson;1626;1689;koningin van Zweden|koningin van Zweden (1626-1689)|koningin van Zweden (1626-1689), en [Pierre] Chanut (1601-1662)|koningin van Zweden (1626-1689)];Stockholm|null|S.l.|Rome|Hamburg|Dordrecht|[S.l.]|Utrecht|S.l|Amsterdam|Holyaco|Leiden|`s-Gravenhage;fra|ned|lat|zwe
skp008016;Christopher Cock;namedPerson;0;0;corrspondent of Christiaan Huygens;Londen;eng
skp008033;Christoph Delphicus de Dohna;namedPerson;1628;1668;;null|[S.l.]|Den Haag|'s-Gravenhage;fra
skp008107;Christoph de Dohna;namedPerson;1583;1637;baron van Dohna (1583-1637);Orange|Den Haag;fra|lat
skp008141;Christopher Potter;namedPerson;1591;1646;Provost of The Queen's College, Oxford;Gennep;lat
skp008142;Christopher Wren;namedPerson;1591;1658;dean of Windsor|rector of East Knoyle;Winton en Thames;
skp008143;Christopher Wren;namedPerson;1632;1723;"Architect; mathematician; astronomer; FRS";null|Londen;lat|eng
skp008151;Christoph Deichmann;namedPerson;1576;1648;diplomat|German jurist;Hamburg;
skp008163;Christophorus Justellus;namedPerson;1580;1649;;Parijs|null|Sedan|S.l.;fra
skp008170;Christoph Sand;namedPerson;1644;1680;"Socinian writer; son of Christopher Sandius the elder (d.1686)|son of Christopher Sandius the elder (d.1686)";;lat
skp008219;Claes van Ruinen;namedPerson;0;0;;Den Haag;ned
skp008243;Claude Barthélemy de Morisot;namedPerson;1592;1661;;Den Haag|[S.l.];lat|fra
skp008251;Claude Clerseliers;namedPerson;1614;1684;;Parijs;fra
skp008252;Claude Comiers;namedPerson;0;1693;;;fra
skp008292;Claude Mylon;namedPerson;1618;1660;"French jurist; mathematical correspondent";;fra|lat
skp008296;Claude Perrault;namedPerson;1613;1688;"brother of Charles Perrault|French scientist, architect, and engineer, designed the east front of the Louvre in Paris|French scientist, architect, and engineer, designed the east front of the Louvre in Paris; brother of Charles Perrault; second son of Pierre Perrault|second son of Pierre Perrault";S.l.|null|S.L.;fra
skp008302;Claude Rivet;namedPerson;1603;1647;"Engineer; son of André Rivet|son of André Rivet";null|Parijs|Thouars|Grosbois|Flessingues|Bois-le-Duc|Rotterdam|Hulst|Bergen op Zoom|Grave|Rhimberg|Nijmegen|Leiden|Assenede|Le Sas|Zelsate|Bassenvelde|'s-Gravenhage|S.l.;fra|lat
skp008314;Claude de Mesmes;namedPerson;1595;1650;Superintendent of Finances of France, 1649-50;[S.l.]|null;fra
skp008322;Claudele Bouthillier seigneur de Foulletourte;namedPerson;1581;1652;;Pont-á-Mousson|[S.l.];fra
skp008334;Claudius Salmasius;namedPerson;1588;1653;;Leiden|[S.l.]|Stockholm|null|S.l.|Grignan|Auxerre|Tailly|Parijs|Dijon|Dieppe|Breda|Den Haag|Londen|`s-Gravenhage|Amsterdam|Dordrecht|'s-Gravenhage|Deventer|Bratislawa|Hannover|S.l;lat|fra|spa|ita
skp008335;Claudius Sarravius;namedPerson;1600;1651;;Parijs|null|Rouen|Leiden|S.l.;lat|fra
skp008350;Clemens van Berckel;namedPerson;0;0;;Den Haag;lat
skp008383;Coenraad van Beuningen;namedPerson;1622;1693;diplomaat|Dutch diplomat and administrator|oud-burgemeester van Amsterdam|Schepenen ende Raedt der StadtSchiedam|Trever;Amsterdam|'s-Gravenhage|S.l.|Lourdes|London|Stockholm|null|Paris|Parijs|[S.l.]|Westminster|Stokholm|[Surennes]|Den Haag|Londen (Whitehall)|Kopenhagen;ned|fra|eng|lat
skp008553;Conrad van Hoensbroeck;namedPerson;1590;1651;;[S.l.];fra
skp008559;Conradus Goddaeus;namedPerson;1612;1658;"Preacher, in Faassen; writer";null|S.l.;lat
skp008571;Conradus Schenck;namedPerson;0;0;;;lat
skp008591;Constantia Le Leu de Wilhem-Huygens;namedPerson;1602;1667;;null|S.l.|Den Haag;fra|ned
skp008594;Constantijn Huygens;namedPerson;1596;1687;Dutch diplomat|heer van Heenvliet|heer van Zuilichem|heer van Zuylichem|humanist|korte tijd huisleraar van Constantijn Huygens|poet, scientist, musician, scholar|prins|prins van Oranje (1650-1702)|secretaris van de Raad van State|Willem II;"Hoog Soeren|Oost-Eeklo|Brussel|Den Haag|Kamp bij Grol|Parijs|[S.l.]|Maldegem|Panderen|Lokeren|Hulst|Maastricht|Rheinberg|Bergen op Zoom|Assenede|Drunen|Londen|Waalwijk|Philippine|Budberg|Breda|Bergen|Gennep|Roermond|Antwerpen|Offelen|Leiden|Leuven|Arnhem|Zelzaten|Voorburg|[Oeffelt]|Clingendael|'s-Hertogenbosch|Oeffelt|Roosbeeck|S. Lambeth (Eng)|Buren|Sprang|Rijnberck|Rhijnberck|Noordgeest|Middelburg|Voorn|Rammekens|Nijmegen|Groningen|Kleef|Grol|Stuttgart|Venetië|Ginneken|[Den Haag]|Grave|null|Sas van Gent|Eekloo|St. Gillis|Copet|Spa|Orange|Selzaten|Besançon|Vianden|Frankfort|Bodberg|Maldeghem|Frankfurt|Veere|Bodegraven|La Haye [etc.]|'s-Gravenhage|`s-Gravenhage|S.l.|Leeuwarden|Assinède|Groenlo|[Nederland?]|Aurich|Haarlem|""Au Camp""|Amsterdam|Duisburg|Geertruidenberg|Oudewater|Rotterdam|Schiedam|Emmerich|Utrecht|[Utrecht]|Heusden|Alkmaar|Münster|Keulen|Lyon|Hamburg|[Londen]|Roosendaal|Den Hoek|Königsberg|Poederoijen (slot Loevestein)|Megen|Parijs (St. Germain)|Dordrecht|Hasselt|Wachtendonk|Zwolle|Zierikzee|Bommel|Sint Anthoni|Delft|Aardenburg|[Parijs]|Madrid|Cosans|Echten|Brielle|Fredericia|Batavia|Zutphen|Oxford|Rees|Dorwerth|Klein-Poelgeest|Fort Prins Willem (Brazilië)|Rhenen|Sluis|Luik|Dasbourg|Nootdorp|Diest|Hutvique|Hoorn|Vught|Kopenhagen|Workum|Assen|Gouda|Fonbellac|Amersfoort|Naarden|Steenbergen|Tiel|Wesel|Zaltbommel|Pernambuco|[Zonder plaats]|[Geen plaats]|Vale|Eeklo|Bergen-op-Zoom|Monpellier|Balzac|Venlo|Sédan|Orleans|Huissen|Gorichem|Oirschot|Wijk|Muiden|Liefkenshoek|Vlissingen|Genève|Westmalle|Vianen|Pavia|Ter Wolde|Franeker|Sandhorst|Ijsselburg|Poederoyen|Madrid [etc.]|""Ter Toole""|Stockholm|Doorwerth|Westerloo|Oranje|Bockhoutshaven|Turnhout|Gorinchem|Bordeaux|Reciffe|Gameren|Enkhuyzen|Ventië|Otlandes|Beverwijk|Rijnberk|Oudenbosch|Kampen|Chelsy|Cleve [?]|`Mija in Omlandia'|Deventer|`Morsa'|Haarlem [?]|Pouderoyen|""Lody""|`Engelam'|[Nederland]";fra|lat|ita|grk|eng|spa|ned|dui
skp008595;Constantijn Huygens;namedPerson;1628;1697;"Dutch statesman; poet; scientist; eldest son of Constantijn Huygens the elder and Susanna Baerle; brother of Christiaan Huygens|heer van Zeelhem|Jr.|secretaris van prins Willem III";Zuylichem|null|Den Haag|Apeldoorn (Het Loo)|Whitehall|'s-Hertogenbosch|[S.l.]|Gevève|Londen|'s-Gravenhage|Brussel|Deventer|Parijs|Assenede|Utrecht|Budapest|Delft|Middelburg|Leiden|Amsterdam;ned|fra|lat|grk
skp008600;Constantinus L'Empereur ab Opwyck;namedPerson;1591;1648;;null|Leiden|S.l.;lat
skp008619;Contesse;namedPerson;0;0;;;fra
skp008638;Corfits Ulefelt;namedPerson;0;0;;Kopenhagen|Den Haag;fra
skp008703;Cornelia de Montbas- de Groot;namedPerson;1611;1687;echtgenote van Jean Barthon de Montbas;[S.l.]|Vogelenzang (Boekenrode)|null;fra
skp008719;Cornelis Adriaensz. Treurniet;namedPerson;0;0;;;ned
skp008747;Cornelis Boey;namedPerson;1611;1665;Lawyer;[S.l.]|null|'s-Gravenhage|S.l.|Amsterdam;ned|lat
skp008801;Cornelis Hendricksz. Udemans;namedPerson;1598;1672;;Veere;
skp008803;Cornelis Hendriksz. Vroom;namedPerson;1591;1661;;Haarlem;
skp008826;Cornelis Keizer van Semein;namedPerson;0;0;;Enkhuyzen;
skp008846;Cornelis Matelief;namedPerson;1569;1632;de Jonge;Rotterdam;
skp008847;Cornelis Michielsz. Soetens;namedPerson;0;1669;;Den Haag;
skp008852;Cornelis Musch;namedPerson;1593;1650;Clerk of the States-General;'s-Gravenhage;
skp008894;Cornelis van Stavenisse;namedPerson;0;1649;Levinus van Vrijberghe en Paulus van de Perre (1598-1653);null|Leijden;ned
skp008932;Cornelis de Groot;namedPerson;1546;1610;;null|S.l.|[S.l.];lat|ned
skp008933;Cornelis de Groot;namedPerson;1613;1665;"Dutch captain of the guard|Dutch captain of the guard; landdrost of Meierij van 's-Hertogenbosch|landdrost of Meierij van 's-Hertogenbosch";Parijs;ned
skp008959;Cornelis van Aerssen;namedPerson;1600;1662;Lord of Sommelsdijk;Sédan|'s-Gravenhage|null|Buren|[S.l.]|Parijs|Middelburch;fra|ned
skp008960;Cornelis van Aerssen;namedPerson;1637;1688;"first governor of Suriname|first governor of Suriname; Lord of Sommelsdijk, Plaat, Bommel, and Spijk; Marquis of Saint André Montbrun and Ferrassières|Lord of Sommelsdijk, Plaat, Bommel, and Spijk|Marquis of Saint André Montbrun and Ferrassières";[S.l.];fra
skp008969;Cornelis van Beveren;namedPerson;1591;1663;Heer van Strevelshoek, West-IJsselmonde, and Kleine Lindt|regent of Dordrecht;Dordrecht|null|Amsterdam|'s-Gravenhage|S.l.;fra|lat
skp008988;Cornelis van Hogenhouck;namedPerson;0;0;;S.l.;
skp009008;Cornelis van Sipenesse;namedPerson;0;1635;;Den Haag;lat
skp009010;Cornelis van Slingelandt;namedPerson;0;0;;Dordrecht;
skp009013;Cornelis van Teresteyn;namedPerson;1580;1643;Mayor of Dordrecht|member of the States-General;Dordrecht|Rijnberck;ned|fra
skp009025;Cornelis van der Mijle;namedPerson;1579;1642;curator of the University of Leiden;'s-Gravenhage|null|[S.l.]|Den Haag|Parijs|Rammekens|Leiden|Amsterdam|S.l.;ned|fra|lat
skp009040;Cornelius Beuckelaer;namedPerson;0;0;;;ned
skp009045;Cornelius Busius;namedPerson;0;0;;Brussel;lat
skp009084;Cornelis Trigland;namedPerson;1609;1672;Minister in The Hague;'s-Gravenhage;
skp009119;Cosimo Brunetti;namedPerson;0;1680;;Parijs|null;fra|ita
skp009145;Cracas;namedPerson;0;0;;;fra
skp009157;Cristoforo Suriano;namedPerson;1580;0;Resident of Venice;[S.l.]|Londen;ita
skp009160;Croft;namedPerson;0;0;;Grol;fra
skp009230;Curtius van Granza;namedPerson;0;0;;[S.l.];fra
skp009248;Cyriacus Lentulus;namedPerson;1620;1678;"professor of church history and Greek at Marburg|Professor of history, politics, and practical philosophy at Herborn|Professor of history, politics, and practical philosophy at Herborn; professor of church history and Greek at Marburg";null|Den Haag;lat
skp009254;Cyrillus Lucaris;namedPerson;1572;1638;;null|S.l.|Cairo|Constantinopel|Rhodos [etc.];lat|ita
skp009263;César Caze;namedPerson;1641;1711;;null|S.l.;fra
skp009306;Dominicus Baudius;namedPerson;1561;1613;;Leiden|null|S.l.|Dordrecht|Muiden;lat|fra|ned
skp009336;D. Corbet;namedPerson;0;0;;;ned
skp009455;Dirck Traudenius;namedPerson;1607;0;Poet;Leiden|S.l.;
skp009501;Dominicus van Cassiopijn;namedPerson;0;0;Governor of Geertruidenberg, 1637-1651;Bergen|null|Pannerden;ned
skp009503;Dirk van Foreest;namedPerson;1614;1679;secretary of the States of West Friesland and of the Committed Councils of West Friesland;;ned
skp009504;Diederik van Halewijn;namedPerson;0;0;;S.l.|null;ned
skp009685;Daniël de Vogelaer;namedPerson;1599;1669;;;ned
skp009755;Daniel Heinsius;namedPerson;1580;1655;;"[S.l.]|Leiden|null|Dordrecht|Utrecht|S.l.|Wassenaar|Londen|Venetië|Den Haag|Amsterdam|Gotenburg|Wittenberg|Westminster|Heidelberg|Rome|Leuven|Parijs|Harderwijk|`s-Gravenhage|Venetie|Mechelen|Bazel|""Stonhallae""|Florence|Groningen";lat|ned|fra|grk
skp009777;Daniel Lipstorp;namedPerson;1631;1684;"German lawyer, astronomer and scholar; in Lübeck, Rostock and a student in Leiden; court mathematician in Weimar; jurist";;lat
skp009787;Daniel Nijs;namedPerson;0;0;;Den Haag;fra
skp009802;Daniël Schonk;namedPerson;1612;1668;heer van Klein-Poelgeest;Klein-Poelgeest|null|S.l.;fra|ned|lat
skp009805;Daniël Seghers;namedPerson;1590;1661;;Antwerpen|null;lat|ned
skp009844;Daniël van Hogendorp;namedPerson;0;1673;;Rotterdam;
skp009845;Daniel van Papenbroeck;namedPerson;1628;1714;Flemish Jesuit hagiographer;null|Madrid|[S.l.];fra|lat
skp009873;Daniël Croeser;namedPerson;0;0;;;lat
skp009887;Daniël Johannis Snecanus;namedPerson;1580;1655;;Zaltbommel|Leiden|Franeker|[S.l.]|S.l.|Garrijp|Amsterdam|Dokkum|Nürnberg|Sneek|Wijnaldum|Bommel|null;lat
skp009898;Daniël Tilenus;namedPerson;1563;1633;;Parijs|null|Thouars;lat|fra
skp009899;Daniël Tresel;namedPerson;0;1641;;'s-Gravenhage;
skp009908;Daniël van Laren;namedPerson;1585;1651;;Arnhem|[S.l.]|Middelburg;lat
skp010032;David Sylvius;namedPerson;0;0;;Den Haag;fra
skp010052;David de Morlot;namedPerson;0;1660;"Sieur de Bavoy; cavalry officer; later president of the court-martial";Den Haag|null;fra
skp010055;David le Leu de Wilhem;namedPerson;1588;1658;;null|Den Haag|[S.l.]|'s-Gravenhage|Geertruidenberg|Thouars|Offelen|'s-Hertogenbosch|Bodberg|Leeuwarden|S.l.|Leiden|Arnhem|Londen|Breda|Bremen|Cairo;ned|fra|lat|ita
skp010056;David van Baerle;namedPerson;1595;1671;correspondent of Christiaan Huygens;Amsterdam|null;ned
skp010101;De Crochant;namedPerson;0;0;Provost of the Chapter of Orange ('prévot du chapitre d'Orange');Den Haag;fra
skp010178;De Vaurose;namedPerson;0;0;;null|Den Haag;fra
skp010179;De Vic;namedPerson;0;0;;null|Den Haag;fra
skp010183;George Villiers;namedPerson;1628;1687;"second duke of Buckingham|second duke of Buckingham; politician and wit";[S.l.];fra
skp010243;Delorge;namedPerson;0;0;;Den Haag;
skp010281;Denis Papin;namedPerson;1647;1712;"French physicist, mathematician and inventor; natural philosopher";Londen|null;fra
skp010282;Denis Petau;namedPerson;1583;1652;;Parijs|Amsterdam;lat
skp010366;Diderik Schut;namedPerson;0;1678;;;ned
skp010515;Dirk Graswinckel;namedPerson;1600;1666;civil attorney general of the Court of Holland, Zeeland and West Friesland|clerk of the Staten-Generaal|Hoge Raad van Holland en Zeeland|Lord of Holy;Den Haag|Dordrecht|Amsterdam|null|'s-Gravenhage|S.l.|Mechelen|Holyaco|`s-Gravenhage|Leiden|[S.l.]|Breda|Parijs|Gouda;lat|ned
skp010540;Dirk Rembrandtsz van Nierop;namedPerson;1610;1682;;Nieuwe Niedorp|S.l.|null|Nieuwe-Nierop|Kopenhagen|Arendal|Enkhuizen|Leiden|Alkmaar|Haarlem|Oostgrafdijk|Dantzig|Amsterdam|'s-Gravenhage|Middelburg;ned
skp010567;Dirk van Leyden van Leeuwen;namedPerson;1628;1682;;Westminster|Den Haag|Parijs;ned|fra
skp010576;Ditlev Reventlow;namedPerson;1600;1664;Chancellor of Christian IV;Den Haag;fra
skp010578;Ditrich Stöffken;namedPerson;0;0;;;eng
skp010627;Dominico Condulmer;namedPerson;0;0;;;ita
skp010628;Dominico Molino;namedPerson;1573;1635;;null|S.l.|Venetie|Venetië|[S.l.]|Leiden|Voorschoten|Treviso;ita|lat
skp010688;Don Este van de Gamarra y Contreras;namedPerson;0;1671;;Den Haag;fra
skp010703;"Dordrecht; Burgemeesters en regeerders van";organization-group;0;0;;Dordrecht|null;ned
skp010713;Dorothea van Dorp;namedPerson;1593;1657;;Den Haag|S.l.|Stuttgart;eng|fra
skp010733;Doze;namedPerson;0;0;;St. Gillis;fra
skp010746;Drapier;namedPerson;0;0;;Orange;fra
skp010747;"Drenthe; Gedeputeerde Staten van";organization-group;0;0;;Assen;ned
skp010756;Drost en Gedeputeerden van Drente;organization-group;0;0;;null|Assen;ned
skp010773;Du Metz;namedPerson;0;0;Cavalry captain;Hutvique;fra
skp010792;Antoine de Grammont;namedPerson;1604;1678;;Orange|[S.l.];fra
skp010896;During;namedPerson;0;0;;Voorburg;fra
skp011030;Edme Mariotte;namedPerson;1620;1684;"French physicist; Catholic priest";;fra
skp011339;Edouard Herbert de Cherbury;namedPerson;1582;1648;;[S.l.]|Aula|Londen;lat
skp011401;Edward Hyde;namedPerson;1609;1674;"1st earl of Clarendon|1st earl of Clarendon, kanselier van Engeland|first earl of Clarendon; politician; historian; chancellor of Oxford University";[S.l.]|Parijs;fra
skp011404;Edward Nicholas;namedPerson;1593;1669;secretaris van staat|Secretary of State;Den Haag|[S.l.];eng
skp011474;Ehrenfried Walther von Tschirnhaus;namedPerson;1651;1708;German mathematician, physicist, physician, and philosopher;null|Londen;lat
skp011499;Eleazar Lootius;namedPerson;1595;1668;President of the Synode of South-Holland;Den Haag|[S.l.];lat
skp011505;Leonora Hellemans;namedPerson;1595;1661;echt. van P. Czn. Hooft|echtg.1o. m. J.B. Bartolotti van den Heuvell|echtg. van P.Cz. Hooft|echtg. van P. Czn Hooft.|Wife of P.C. Hooft;Rotterdam|Zevenberghe|S.l.|Leiden|Amsterdam;
skp011511;Eleonore Maurice van Portugal;namedPerson;0;1674;;Ginneken;fra
skp011519;Elia Diodati;namedPerson;1576;1661;;Den Haag;fra
skp011535;Elias Herckmans;namedPerson;1596;1644;;Fredericia|Amsterdam|null;ned
skp011582;Elisabeth Flandria van Oranje;namedPerson;1577;1643;;Bodberg;fra
skp011617;Elisabeth Stuart;namedPerson;1596;1662;keurvorstin van de Palts|koningin van Bohemen|Koningin van Bohemen|koningin van Bohemen|Koningin van Bohemen|koningin van Bohemen|Koningin van Bohemen|koningin van Bohemen|Koningin van Bohemen|koningin van Bohemen|Koningin van Bohemen|koningin van Bohemen|Koningin van Bohemen|koningin van Bohemen|prinses van Bohemen;Den Haag|Londen|[S.l.]|Rijnberck|Egmond|Hulst|null;eng|ita|fra
skp011621;Elisabeth Wachtendonck;namedPerson;0;0;baroness van Gent|Wife of Otto van Gent;;fra
skp011637;Elisabeth van de Palts;namedPerson;1618;1680;prinses van Bohemen;"Heidelberg ; [S.l.]|Maldeghem|[S.l.]|null";fra
skp011643;Elisabeth van Loewenstein;namedPerson;0;0;;Voorn;fra
skp011645;Elisabeth van Nassau;namedPerson;1633;1718;;Londen;fra
skp011646;Elisabeth van Sydenberch;namedPerson;0;0;;Utrecht;
skp011680;Elizabeth Griffith;namedPerson;0;0;;;fra
skp011692;"Elzas; de Ridderschap in de";organization-group;0;0;;Straatsburg;dui
skp011707;Emanuel de Lira;namedPerson;0;1693;;[S.l.];fra
skp011738;Emilia van Wassenaer;namedPerson;0;1666;echtgenote van Johan de Merode;[S.l.];fra
skp011750;Emilie von Hessen-Kassel;namedPerson;1626;1672;prinses van Tarente;Voorburg;fra
skp011831;Enno Ludwig Fürst von Ostfriesland;namedPerson;1632;1660;;Aurich;
skp011852;Erasmus Bartholin;namedPerson;1625;1698;Danish mathematician;;fra
skp011916;Ernestine de Ligne;namedPerson;1594;1663;echtgenote van Johan III van Nassau-Siegen (1583-1638);[S.l.];fra
skp011945;Ernst Casimir Nassau;namedPerson;1573;1632;graaf van Nassau-Dietz;Groningen|null|Zerbst|Leeuwarden;dui|ned
skp012029;Erycius Puteanus;namedPerson;1574;1646;historicus|Humanist philologist;null|[Leuven]|Leuven|[S.l.]|Mechelen|S.l.|Milaan|Bremen|Den Haag|Rivarolo|Leiden|`s-Gravenhage;lat
skp012077;Etienne de Franchemont;namedPerson;0;1649;;null|'s-Gravenhage|Offelen;fra
skp012078;Etienne de Milet;namedPerson;0;1669;;Den Haag;fra
skp012167;Johan van Bronckhorst;namedPerson;1603;1661;Painter;Leiden;
skp012242;Ewald von Cleist;namedPerson;0;0;;Cleve [?];fra
skp012249;Ewoud de Lindt;namedPerson;1645;1682;"Accountant/bookkeeper for a merchant; follower of Antoinette Bourignon|follower of Antoinette Bourignon";Nordstrand;ned
skp012261;Ezechiel Spanheim;namedPerson;1629;1710;;Hellevoetsluis|Berlijn|Londen|Parijs|null|Heidelberg|Keulen|Leiden|S.l.|Rotterdam|Genéve|Frankfort|Utrecht|Deventer|Stockholm;ned|lat|fra|ita
skp012328;Focke Eltjes Reson;namedPerson;0;0;correspondent of Dirck Rembrantsz van Nierop;Enkhuizen|S.l.;
skp012382;F. Leeuwius;namedPerson;0;0;;Amsterdam;
skp012772;Franciscus van Donia;namedPerson;1580;1651;deputy in the States-General of Friesland;Münster|null;ned
skp012900;Felipe IV van Spanje en Portugal;namedPerson;1605;1665;;Madrid;spa
skp012921;Fenou;namedPerson;0;0;;Parijs;fra
skp012930;Ferdinand Alexander van Portugal;namedPerson;0;1668;;Den Haag;fra
skp012954;Ferdinand II keizer van Duitsland;namedPerson;1578;1637;keizer van het Duitse Rijk (1578-1637);Groningen;dui
skp012959;Ferdinand Knightly;namedPerson;0;0;English lieutenant-colonel in the service of the States ('der Staten');Bergen;eng
skp012991;Ferdinand van der Noot;namedPerson;0;1671;;;fra
skp012995;Ferdinand von Fürstenberg;namedPerson;1626;1683;Bishop of Paderborn and Münster|bisschop van Paderborn en Münster;Rome|Versailles [etc.]|Den Haag|S.l.|Stockholm;lat
skp013003;Ferdinand d'Ayala;namedPerson;0;1641;;[S.l.]|Embry;lat|fra
skp013104;Mericus Casaubonus;namedPerson;1599;1671;Méric Casaubonus is zoon van Isaac Casaubonus;Canterbury|S.l.|null|Londen|Oxford|Londres|Cantorbéry|Parijs|`s-Gravenhage|'s-Gravenhage;fra|lat
skp013124;Floris II van Pallandt;namedPerson;1577;1639;Count|Count of Culemborg|Culemberg|Culembourg, Florent of|Culemburg|graaf|graaf van Culemborg|grf. van Culemborg enz;null|Culemborg|'s-Gravenhage|Drunen;fra
skp013151;Foppe van Aitzema;namedPerson;1580;1637;council to the Duke of Brunswick;Halberstadt|S.l.|Den Haag;dui|fra
skp013164;Fortunat Sprecher;namedPerson;1585;1647;;Den Haag;lat
skp013197;François Dulaurens;namedPerson;0;0;;;fra|lat
skp013224;Frans Sweerts;namedPerson;1567;1629;;Antwerpen|null|Utrecht;ned|lat
skp013253;François Xavier Aynscom;namedPerson;1620;1660;Jseuit;;lat
skp013406;Francisco de Melos;namedPerson;0;0;;Den Haag;fra
skp013443;Franciscus Gomarus;namedPerson;1563;1641;;null|Groningen|Middelburg|Leiden|[S.l.]|Den Haag|Dordrecht|S.l.|Vlissingen;lat|ned
skp013458;Franciscus Junius;namedPerson;1591;1677;brother-in-law of Gerardus Joannes Vossius (1577-1649)|uncle of Isaac Vossius (1618-89);Ludham|Amsterdam|Delft|S.l.|Horsley|Utrecht|Arundel|Hersley|Londen|Dordrecht|Toelastio|'s-Gravenhage|Hillegersberg|Parijs|null|Regensburg|Nürnberg|[Oxford]|Leuven|Cambridge|Oxford|Hampton Court|Leiden|Texel|Groningen|Holborn;lat|ned|eng
skp013478;Franciscus Plante;namedPerson;1613;1690;"chaplain|Dutch poet|Minister in the Dutch colony in Brazil, then in Strijen, in Zevenbergen, and in Breda|Minister in the Dutch colony in Brazil, then in Strijen, in Zevenbergen, and in Breda; Dutch poet; chaplain; Plante later wrote Barlaeus's obituary, 1648|Plante later wrote Barlaeus's obituary, 1648";;lat
skp013481;Franciscus Raphelengius II;namedPerson;1568;1643;filius;null|Leiden|[Leuven?]|'s-Gravenhage|Den Haag|S.l.|`s-Gravenhage|Freiburg i. Breisgau;lat|ita|fra|ned
skp013523;Francoijs van Houve;namedPerson;0;0;;'s-Gravenhage;ned
skp013555;Francois Michel Le Tellier;namedPerson;1641;1691;Marquis de Louvois;Chaville|Melun|St. Germain|null|Parijs;fra
skp013558;François Sublet;namedPerson;1589;1645;patron|patron of arts|sieur|sieur de Noyers|sr.de Noyers;Saint-Germain;
skp013592;Frans Calandrini;namedPerson;0;0;;;fra
skp013626;Frans Oliviers;namedPerson;0;1667;;Haarlem;ned
skp013666;Frans van Schooten;namedPerson;1615;1660;Dutch mathematician;Leiden|null;lat|ned|fra
skp013809;Jacques Auguste de Thou;namedPerson;1609;1677;brother of Achille Augustus de Thou (1608–1635) and Francois-Auguste de Thou (1604/7–1642)|son of Jacques Auguste de Thou (1553–1617);null|'s-Gravenhage|`s-Gravenhage;fra
skp013912;François Plasse;namedPerson;0;0;French colonel in the service of the States ('in dienst der Staten')|Vicomte de Machaut|vicomte de Machaut;Rees;fra
skp013918;François Riomal;namedPerson;0;0;Officer at the Castle of Orange;Den Haag;fra
skp013923;François Vautier;namedPerson;1589;1652;Physician to Maria de Medicis and, from 1646, to Louis XIV;Fonbellac|Lokeren;lat
skp013924;François Verssen;namedPerson;0;0;;Rotterdam;ned
skp013934;François d'Aix la Chaise;namedPerson;1624;1709;S.J.;;fra
skp013961;François de l'Aubespine;namedPerson;1584;1670;marquis de Hauterive-Châteauneuf;Den Haag|Middelburg|[Den Haag]|Sluis|Arnhem|Zundert|null|Den Bosch|Z.p.;fra
skp013966;François van Aerssens;namedPerson;1572;1641;heer van Sommelsdijk;Parijs|null|Londen|'s-Gravenhage|`s-Gravenhage|Leuven|Den Haag;fra|lat|ned
skp013986;Françoise de Stembor;namedPerson;0;0;;;ned
skp013988;Françoise van Santen;namedPerson;1618;1685;echtgenote van Albert de Graeff|wife of Albert de Graeff (-1684);[S.l.];
skp013990;Françoise-Marguerite de Gramont-Chivré;namedPerson;0;1689;;;fra
skp014064;Frederik Adriaan van Reede van Renswoude;namedPerson;1659;1738;Diplomat|heer van Emmickhuysen en Bornewal;Maastricht|Renswoude|Den Haag|Utrecht|'s-Gravenhage|S.l.|Neuhaus|null;ned|fra|lat
skp014095;Frederik Hendrik van Oranje;namedPerson;1584;1647;prins van Oranje|Prins van Oranje|prins van Oranje (1584-1647)|prins van Oranje (1584-1647)]|prins van Oranje-Nassau;Den Haag|Fort Nassau op de Voorn|[S.l.]|[Den Haag]|Arnhem|Middelburg|Den Bosch|[Geen plaats]|`s-Gravenhage|St. Gilles|Pannerden|Groenlo|'s-Gravenhage|null|S.l.|Brussel|Parijs|Aceh Darussalam|Londen|Antwerpen|Muiden|Amsterdam|Breda;ned|fra|mal
skp014101;Frederik Hendrik van den Boetzelaer;namedPerson;1626;1674;;Utrecht;
skp014122;Frederik Ruysch;namedPerson;1638;1731;;Den Haag|S.l.|Amsterdam|Oegstgeest|S.L.|null;ned|fra
